Dados Cadastrais ,,,,,,,,,,, Múltiplos ,,,,,, Dividendos ,,,, Estrutura de Capital ,,,,,,, EBITDA ,,,,,,, Fluxo de Caixa ,,, Indicadores de Resultado ,,,,, Liquidez das Ações na Última Semana ,,
Nome , Classe , Código de Neg. , Valor de Mercado , Participação no Ibovespa , Participação no IBRX 100 , Classificação , Seg. Listagem , Setor Bovespa , Subsetor Bovespa , Segmento Bovespa , P/L , L/P , EV/EBITDA , P/VPA , PSR , Cotação , Dividendo por Ação , Lucro por Ação , Dividend Yield , Payout , Patrimônio , Dívida Bruta , Caixa e Equivalentes , Caixa Líquido , Div Bruta/PL , Div. Líquida/Ebitda , Análise ,2015,2016,2017,2018,2019,2020E (últimos 12 meses),Crescimento Médio Anual, FCO , Capex/FCO , Capex/D&A , ROE , ROIC , ROA , Beta , Data do Balanço Mais Recente , Volume Negociado , Quantidade de Negócios , Análise 
Sao Martinho , ON , SMTO3 ," R$9,840,516 ",0.2%,0.2%, Crescimento , Novo Mercado , Consumo não cíclico , Alimentos processados , Açúcar e álcool ,9.00,11.1%,5.30,1.70,1.60,28.41, R$1.13 , R$3.14 ,4.0%,36%," R$5,788,725 "," R$9,724,929 "," R$252,859 "," R$9,472,070 ",1.68,2.20, Dívida Moderada ," R$1,047,476 "," R$1,101,481 "," R$1,327,046 "," R$1,616,898 "," R$1,738,649 "," R$3,200,485 ",25%," R$2,831,945 ",92%,265%,23%,10%,6%,0.68,31/12/2022," R$431,494 "," 72,461 ", Liquidez Alta 
Intelbras , ON , INTB3 ," R$9,664,528 ",-,-, Crescimento , Novo Mercado , Tecnologia da informação , Computadores e equipamentos , Computadores e equipamentos ,20.10,5.0%,17.30,4.30,2.30,29.50, R$0.65 , R$1.47 ,2.2%,45%," R$2,231,037 "," R$1,097,474 "," R$1,556,826 ","-R$459,352 ",0.49,-0.87, Empresa com Mais Caixa que Dívida , - , - ," R$194,564 "," R$203,556 "," R$202,611 "," R$533,022 ",-," R$626,016 ",44%,393%,25%,16%,10%,-,31/12/2022," R$304,919 "," 29,940 ", Liquidez Alta 
Usiminas , ON , USIM3 ," R$9,080,542 ",-,-, Crescimento , Nível 1 , Materiais básicos , Siderurgia e metalurgia , Siderurgia ,5.80,17.3%,3.60,0.40,0.30,7.57, R$0.57 , R$1.31 ,7.6%,44%," R$23,155,025 "," R$6,197,557 "," R$2,916,047 "," R$3,281,510 ",0.27,0.32, Baixo Endividamento ,"-R$2,317,507 "," R$994,899 "," R$2,055,721 "," R$2,171,806 "," R$1,944,296 "," R$3,569,102 ",-209%," R$997,118 ",201%,222%,9%,6%,5%,1.02,31/12/2022," R$11,586 "," 6,654 ", Liquidez Alta 
Usiminas , PNA , USIM5 ," R$9,080,542 ",0.2%,0.2%, Dividendos , Nível 1 , Materiais básicos , Siderurgia e metalurgia , Siderurgia ,5.40,18.4%,3.60,0.40,0.30,7.12, R$0.63 , R$1.31 ,8.8%,48%," R$23,155,025 "," R$6,197,557 "," R$2,916,047 "," R$3,281,510 ",0.27,0.32, Baixo Endividamento ,"-R$2,317,507 "," R$994,899 "," R$2,055,721 "," R$2,171,806 "," R$1,944,296 "," R$3,569,102 ",-209%," R$997,118 ",201%,222%,9%,6%,5%,1.07,31/12/2022," R$465,727 "," 80,579 ", Liquidez Alta 
Smart Fit , ON , SMFT3 ," R$8,822,946 ",-,-," Alerta, Prejuízo ", Novo Mercado , Consumo cíclico , Viagens e lazer , Atividades esportivas ,-32.00,-3.1%,9.90,2.10,3.40,15.05, R$-   ,-R$0.47 ,0.0%,0%," R$4,147,929 "," R$3,074,387 "," R$1,128,622 "," R$1,945,765 ",0.74,0.39, Baixo Endividamento ," R$171,532 "," R$172,426 "," R$178,185 "," R$689,407 "," R$617,526 "," R$934,187 ",40%," R$398,797 ",261%,119%,-6%,1%,-2%,-,30/09/2022," R$114,418 "," 24,068 ", Liquidez Alta 
Gps , ON , GGPS3 ," R$8,418,240 ",-,-, Crescimento , Novo Mercado , Bens industriais , Serviços diversos , Serviços diversos ,16.30,6.1%,8.00,3.20,0.90,12.57, R$-   , R$0.77 ,0.0%,0%," R$2,590,384 "," R$3,296,124 "," R$889,159 "," R$2,406,965 ",1.27,0.53, Baixo Endividamento , - , - , - ," R$394,516 "," R$453,266 "," R$1,122,329 ",-," R$403,541 ",98%,206%,24%,13%,6%,-,31/12/2022," R$632,478 "," 41,838 ", Liquidez Alta 
Petrorecsa , ON , RECV3 ," R$8,321,367 ",-,0.4%, Crescimento , Novo Mercado , Petróleo gás e biocombustíveis , Petróleo gás e biocombustíveis , Exploração refino e distribuição ,9.10,11.0%,5.10,2.30,3.00,28.43, R$0.78 , R$3.12 ,2.7%,25%," R$3,671,861 "," R$667,339 "," R$504,667 "," R$162,672 ",0.18,-0.89, Baixo Endividamento , - , - , - ," R$151,892 "," R$157,250 "," R$1,380,602 ",-," R$1,341,275 ",108%,431%,44%,21%,13%,-,30/09/2022," R$597,216 "," 89,766 ", Liquidez Alta 
Arezzo Co , ON , ARZZ3 ," R$8,219,881 ",0.3%,0.2%, Crescimento e Dividendos , Novo Mercado , Consumo cíclico , Comércio , Tecidos vestuário e calçados ,18.80,5.3%,11.70,3.10,2.00,74.60, R$1.84 , R$3.97 ,2.5%,46%," R$2,614,130 "," R$411,486 "," R$74,933 "," R$336,553 ",0.16,-0.19, Baixo Endividamento ," R$165,496 "," R$177,141 "," R$206,265 "," R$232,161 "," R$303,424 "," R$693,434 ",33%," R$192,321 ",189%,265%,27%,13%,10%,1.03,30/09/2022," R$478,314 "," 32,246 ", Liquidez Alta 
Unipar , ON , UNIP3 ," R$8,129,984 ",-,-, Crescimento e Dividendos , Tradicional , Materiais básicos , Químicos , Químicos diversos ,4.20,23.8%,2.30,2.80,1.00,75.48, R$12.46 , R$17.94 ,16.5%,69%," R$2,818,632 "," R$1,431,127 "," R$415,016 "," R$1,016,111 ",0.51,-0.05, Baixo Endividamento ," R$236,058 "," R$677,977 "," R$575,799 "," R$1,007,016 "," R$580,613 "," R$3,492,967 ",71%," R$2,758,497 ",12%,129%,73%,60%,29%,0.60,30/09/2022," R$14,099 ", 639 , Liquidez Alta 
Unipar , PNB , UNIP6 ," R$8,129,984 ",-,-, Crescimento e Dividendos , Tradicional , Materiais básicos , Químicos , Químicos diversos ,4.50,22.4%,2.30,2.90,1.10,79.98, R$13.71 , R$17.94 ,17.1%,76%," R$2,818,632 "," R$1,431,127 "," R$415,016 "," R$1,016,111 ",0.51,-0.05, Baixo Endividamento ," R$236,058 "," R$677,977 "," R$575,799 "," R$1,007,016 "," R$580,613 "," R$3,492,967 ",71%," R$2,758,497 ",12%,129%,73%,60%,29%,1.02,30/09/2022," R$85,475 "," 7,219 ", Liquidez Alta 
Alupar , ON , ALUP3 ," R$8,074,252 ",-,-, Crescimento , Nível 2 , Utilidade pública , Energia elétrica , Energia elétrica ,8.70,11.4%,6.80,1.20,2.10,9.13, R$0.41 , R$1.04 ,4.5%,39%," R$6,958,063 "," R$11,680,900 "," R$850,481 "," R$10,830,419 ",1.68,2.98, Dívida Moderada ," R$1,150,777 "," R$1,329,537 "," R$1,170,180 "," R$1,294,821 "," R$2,557,747 "," R$3,015,537 ",21%," R$2,313,705 ",50%,779%,17%,8%,6%,0.25,31/12/2022," R$1,556 "," 1,290 ", Liquidez Moderada 
Alupar , PN , ALUP4 ," R$8,074,252 ",-,-, Crescimento , Nível 2 , Utilidade pública , Energia elétrica , Energia elétrica ,8.90,11.2%,6.80,1.20,2.10,9.30, R$0.41 , R$1.04 ,4.4%,39%," R$6,958,063 "," R$11,680,900 "," R$850,481 "," R$10,830,419 ",1.68,2.98, Dívida Moderada ," R$1,150,777 "," R$1,329,537 "," R$1,170,180 "," R$1,294,821 "," R$2,557,747 "," R$3,015,537 ",21%," R$2,313,705 ",50%,779%,17%,8%,6%,0.58,31/12/2022," R$2,472 "," 1,725 ", Liquidez Moderada 
Alupar , UNT N2 , ALUP11 ," R$8,074,252 ",-,-, Crescimento , Nível 2 , Utilidade pública , Energia elétrica , Energia elétrica ,8.60,11.7%,6.80,1.10,2.10,26.84, R$0.41 , R$1.04 ,4.6%,39%," R$6,958,063 "," R$11,680,900 "," R$850,481 "," R$10,830,419 ",1.68,2.98, Dívida Moderada ," R$1,150,777 "," R$1,329,537 "," R$1,170,180 "," R$1,294,821 "," R$2,557,747 "," R$3,015,537 ",21%," R$2,313,705 ",50%,779%,17%,8%,6%,0.50,31/12/2022," R$309,492 "," 37,785 ", Liquidez Alta 
BRF SA , ON , BRFS3 ," R$7,751,660 ",0.4%,0.4%," Alerta, Prejuízo ", Novo Mercado , Consumo não cíclico , Alimentos processados , Carnes e derivados ,-2.40,-41.8%,8.20,0.70,0.10,7.19, R$-   ,-R$3.00 ,0.0%,0%," R$11,270,008 "," R$23,517,000 "," R$8,130,929 "," R$15,386,071 ",2.09,5.24, Dívida Alta ," R$5,545,090 "," R$3,418,015 "," R$2,654,094 "," R$1,540,867 "," R$5,254,051 "," R$2,855,416 ",-12%," R$1,876,384 ",9%,6%,-36%,0%,-5%,1.53,31/12/2022," R$1,607,965 "," 165,333 ", Liquidez Alta 
Santos Brp , ON , STBP3 ," R$7,047,009 ",-,0.3%, Crescimento e Dividendos , Novo Mercado , Bens industriais , Transporte , Serviços de apoio e armazenagem ,16.80,6.0%,8.60,3.30,3.70,8.16, R$0.66 , R$0.49 ,8.1%,135%," R$2,139,972 "," R$328,277 "," R$756,145 ","-R$427,868 ",0.15,-0.56, Empresa com Mais Caixa que Dívida ," R$146,611 "," R$87,389 "," R$164,572 "," R$189,535 "," R$221,635 "," R$765,757 ",39%," R$594,148 ",50%,133%,19%,10%,9%,1.43,30/09/2022," R$112,918 "," 33,533 ", Liquidez Alta 
Minerva , ON , BEEF3 ," R$6,890,478 ",0.2%,0.2%, Crescimento e Dividendos , Novo Mercado , Consumo não cíclico , Alimentos processados , Carnes e derivados ,10.50,9.5%,5.00,13.60,0.20,11.78, R$0.56 , R$1.12 ,4.8%,50%," R$506,828 "," R$13,766,474 "," R$5,234,456 "," R$8,532,018 ",27.16,2.36, Dívida Moderada ," R$996,528 "," R$967,353 "," R$1,134,561 "," R$896,244 "," R$1,726,076 "," R$2,837,760 ",23%," R$3,134,692 ",53%,400%,100%,19%,3%,0.79,31/12/2022," R$717,345 "," 112,489 ", Liquidez Alta 
3r Petroleum , ON , RRRP3 ," R$6,691,737 ",0.4%,0.3%, Crescimento , Novo Mercado , Petróleo gás e biocombustíveis , Petróleo gás e biocombustíveis , Exploração refino e distribuição ,29.70,3.4%,8.80,1.50,4.20,32.95, R$-   , R$1.11 ,0.0%,0%," R$4,318,783 "," R$1,044,498 "," R$1,295,068 ","-R$250,570 ",0.24,-0.38, Empresa com Mais Caixa que Dívida , - , - ,"-R$50,376 "," R$35,807 ",,,-," R$49,137 ",3337%,712%,10%,6%,2%,-,30/09/2022," R$2,121,434 "," 194,229 ", Liquidez Alta 
Whirlpool , PN , WHRL4 ," R$6,670,759 ",-,-, Crescimento e Dividendos , Tradicional , Consumo cíclico , Utilidades domésticas , Eletrodomésticos ,12.40,8.0%,6.10,2.80,0.60,4.48, R$0.21 , R$0.36 ,4.6%,57%," R$2,443,415 "," R$806,005 "," R$1,279,858 ","-R$473,853 ",0.33,-0.47, Empresa com Mais Caixa que Dívida ," R$585,325 "," R$491,776 "," R$594,708 "," R$408,454 "," R$857,798 "," R$1,012,506 ",12%," R$291,132 ",110%,204%,22%,23%,7%,0.48,30/09/2022, R$394 , 266 , Liquidez Baixa 
Odontoprev , ON , ODPV3 ," R$6,491,824 ",-,-, Crescimento , Novo Mercado , Saúde , Serviços médico-hospitalares análises e diagnósticos , Serviços médico-hospitalares análises e diagnósticos ,14.60,6.9%,10.30,5.50,3.50,11.75, R$0.30 , R$0.81 ,2.6%,38%," R$1,184,159 ", R$-   ," R$15,837 ","-R$15,837 ",0.00,-0.38, Empresa com Mais Caixa que Dívida ," R$316,407 "," R$289,185 "," R$584,083 "," R$397,549 "," R$407,315 "," R$605,986 ",14%," R$694,581 ",17%,359%,40%,35%,22%,0.35,31/12/2022," R$154,030 "," 42,217 ", Liquidez Alta 
Grupo Soma , ON , SOMA3 ," R$6,474,166 ",0.2%,0.2%, Crescimento , Novo Mercado , Consumo cíclico , Comércio , Tecidos vestuário e calçados ,21.00,4.8%,12.20,0.90,1.40,8.25, R$0.09 , R$0.39 ,1.1%,23%," R$7,413,643 "," R$1,130,868 "," R$165,614 "," R$965,254 ",0.15,1.59, Baixo Endividamento , - , - , - , - , - ," R$608,770 ",-," R$215,724 ",107%,97%,4%,3%,3%,-,30/09/2022," R$386,404 "," 90,726 ", Liquidez Alta 
Alpargatas , ON , ALPA3 ," R$6,339,077 ",-,-," Alerta, Baixo Crescimento ", Nível 1 , Consumo cíclico , Tecidos vestuário e calçados , Calçados ,51.30,1.9%,19.10,1.10,1.50,9.44, R$-   , R$0.18 ,0.0%,0%," R$5,758,103 "," R$1,275,251 "," R$647,517 "," R$627,734 ",0.22,1.72, Baixo Endividamento ," R$470,416 "," R$575,964 "," R$486,239 "," R$564,674 "," R$588,303 "," R$364,613 ",-5%,"-R$638,181 ",-437%,1706%,3%,2%,1%,0.89,31/12/2022, R$310 , 182 , Liquidez Baixa 
Alpargatas , PN , ALPA4 ," R$6,339,077 ",0.1%,0.1%," Alerta, Baixo Crescimento ", Nível 1 , Consumo cíclico , Tecidos vestuário e calçados , Calçados ,50.90,2.0%,19.10,1.10,1.50,9.36, R$-   , R$0.18 ,0.0%,0%," R$5,758,103 "," R$1,275,251 "," R$647,517 "," R$627,734 ",0.22,1.72, Baixo Endividamento ," R$470,416 "," R$575,964 "," R$486,239 "," R$564,674 "," R$588,303 "," R$364,613 ",-5%,"-R$638,181 ",-437%,1706%,3%,2%,1%,1.12,31/12/2022," R$196,190 "," 68,414 ", Liquidez Alta 
Grendene , ON , GRND3 ," R$6,302,827 ",-,-, Dividendos , Novo Mercado , Consumo cíclico , Tecidos vestuário e calçados , Calçados ,11.10,9.0%,15.80,1.40,2.50,6.99, R$0.31 , R$0.63 ,4.4%,49%," R$4,364,132 "," R$150,546 "," R$127,409 "," R$23,137 ",0.03,-3.10, Baixo Endividamento ," R$454,384 "," R$457,472 "," R$526,229 "," R$522,724 "," R$430,750 "," R$332,866 ",-6%," R$536,078 ",51%,289%,14%,5%,12%,0.74,31/12/2022," R$178,540 "," 50,653 ", Liquidez Alta 
Banco Pan , PN , BPAN4 ," R$6,274,535 ",0.1%,0.1%, Crescimento e Dividendos , Nível 1 , Financeiro , Intermediários financeiros , Bancos ,9.30,10.7%,-,0.80,-,5.06, R$0.28 , R$0.54 ,5.5%,51%," R$7,706,046 ", - , - , - ,N/D,-, Dívida Alta , - , - , - , - , - , - ,-," R$2,979,317 ",-,N/D,12%,,1%,1.53,31/12/2022," R$63,463 "," 26,276 ", Liquidez Alta 
3tentos , ON , TTEN3 ," R$6,252,486 ",-,-, Crescimento , Novo Mercado , Consumo não cíclico , Agropecuária , Agricultura ,10.90,9.2%,11.20,2.20,0.90,12.58, R$0.13 , R$1.15 ,1.0%,11%," R$2,816,976 "," R$1,096,070 "," R$724,314 "," R$371,756 ",0.39,0.38, Baixo Endividamento , - , - , - , - , - ," R$575,397 ",-," R$257,697 ",278%,1897%,,12%,9%,-,31/12/2022," R$56,124 "," 23,706 ", Liquidez Alta 
Cba , ON , CBAV3 ," R$6,125,167 ",-,0.1%, Crescimento , Novo Mercado , Materiais básicos , Mineração , Minerais metálicos ,4.00,25.0%,3.20,1.10,0.70,10.28, R$0.38 , R$2.57 ,3.7%,15%," R$5,491,900 "," R$3,074,514 "," R$1,177,051 "," R$1,897,463 ",0.56,0.60, Baixo Endividamento , - , - , - , - ," R$706,960 "," R$2,404,719 ",-," R$1,574,542 ",56%,173%,41%,14%,13%,-,30/09/2022," R$170,304 "," 48,546 ", Liquidez Alta 
AES Brasil , ON , AESB3 ," R$6,049,369 ",-,-, Crescimento , Novo Mercado , Utilidade pública , Energia elétrica , Energia elétrica ,34.80,2.9%,-,1.40,1.80,10.05, R$0.11 , R$0.29 ,1.1%,37%," R$4,391,178 "," R$10,895,030 "," R$195,872 "," R$10,699,158 ",2.48,-, Dívida Alta ," R$1,422,949 "," R$805,363 "," R$842,158 "," R$1,011,184 "," R$1,036,251 ", - ,-,"-R$1,024,850 ",-356%,N/D,8%,3%,2%,0.60,31/12/2022," R$123,287 "," 32,929 ", Liquidez Alta 
Simpar , ON , SIMH3 ," R$6,047,940 ",-,-, Crescimento e Dividendos , Novo Mercado , Financeiro , Holdings diversificadas , Holdings diversificadas ,11.40,8.8%,5.30,2.20,0.30,7.32, R$0.65 , R$0.64 ,8.9%,102%," R$2,770,202 "," R$40,912,910 "," R$1,884,290 "," R$39,028,620 ",14.77,3.94, Dívida Alta ," R$1,092,081 "," R$1,045,970 "," R$1,230,201 "," R$1,597,534 "," R$2,115,909 "," R$6,479,501 ",43%,"-R$13,363,233 ",-6%,50%,18%,9%,2%,1.58,30/09/2022," R$149,118 "," 39,640 ", Liquidez Alta 
Cyrela Realt , ON , CYRE3 ," R$5,695,934 ",0.2%,0.2%," Alerta, Baixo Crescimento ", Novo Mercado , Consumo cíclico , Construção civil , Incorporações ,7.10,14.2%,8.10,0.80,1.10,15.03, R$0.56 , R$2.13 ,3.8%,27%," R$6,732,790 "," R$4,367,377 "," R$236,436 "," R$4,130,941 ",0.65,1.74, Baixo Endividamento ," R$757,524 "," R$345,444 "," R$83,352 "," R$113,811 "," R$665,578 "," R$999,528 ",6%,"-R$440,540 ",-204%,1857%,14%,6%,6%,1.61,30/09/2022," R$258,292 "," 41,925 ", Liquidez Alta 
Copasa , ON , CSMG3 ," R$5,630,838 ",-,-, Crescimento , Novo Mercado , Utilidade pública , Água e saneamento , Água e saneamento ,8.80,11.4%,4.80,0.80,0.90,14.85, R$0.38 , R$1.69 ,2.6%,23%," R$7,191,002 "," R$3,435,531 "," R$405,954 "," R$3,029,577 ",0.48,1.68, Baixo Endividamento ," R$864,652 "," R$1,396,109 "," R$1,520,709 "," R$1,490,864 "," R$1,758,469 "," R$1,798,267 ",16%," R$1,131,731 ",113%,164%,10%,6%,5%,0.86,30/09/2022," R$169,041 "," 32,514 ", Liquidez Alta 
Mont Aranha , ON , MOAR3 ," R$5,513,049 ",-,-, Dividendos , Tradicional , Financeiro , Holdings diversificadas , Holdings diversificadas ,52.20,1.9%,40.10,6.70,119848.90,450.00, R$8.57 , R$8.62 ,1.9%,99%," R$827,321 "," R$893,465 "," R$136,862 "," R$756,603 ",1.08,0.49, Baixo Endividamento ,"-R$21,949 "," R$307,712 "," R$99,587 "," R$20,996 "," R$54,135 "," R$139,013 ",-245%,"-R$110,506 ",239%,-72498%,8%,8%,5%,0.13,30/09/2022, R$760 , 17 , Liquidez Baixa 
Omegaenergia , ON , MEGA3 ," R$5,417,756 ",-,-," Alerta, Prejuízo ", Novo Mercado , Utilidade pública , Energia elétrica , Energia elétrica ,-448.00,-0.2%,12.50,1.10,2.00,8.70, R$-   ,-R$0.02 ,0.0%,0%," R$5,151,088 "," R$8,495,149 "," R$1,473,012 "," R$7,022,137 ",1.65,7.01, Dívida Alta ," R$74,441 "," R$100,346 "," R$291,860 "," R$393,191 "," R$573,241 "," R$1,001,130 ",68%," R$43,433 ",6419%,681%,0%,3%,0%,0.49,31/12/2022," R$80,280 "," 23,802 ", Liquidez Alta 
Dexco , ON , DXCO3 ," R$5,356,519 ",0.1%,0.1%, Crescimento , Novo Mercado , Materiais básicos , Madeira e papel , Madeira ,4.80,20.8%,4.10,0.90,0.60,6.63, R$0.30 , R$1.38 ,4.5%,22%," R$5,906,806 "," R$5,606,027 "," R$1,928,231 "," R$3,677,796 ",0.95,1.67, Baixo Endividamento ," R$911,338 "," R$901,217 "," R$986,790 "," R$1,545,975 "," R$1,359,185 "," R$2,196,319 ",19%," R$1,225,574 ",133%,204%,19%,8%,7%,0.81,30/09/2022," R$227,107 "," 47,883 ", Liquidez Alta 
Fleury , ON , FLRY3 ," R$5,190,987 ",0.3%,0.2%, Crescimento e Dividendos , Novo Mercado , Saúde , Serviços médico-hospitalares análises e diagnósticos , Serviços médico-hospitalares análises e diagnósticos ,12.90,7.8%,6.60,2.30,1.00,14.13, R$1.00 , R$1.10 ,7.1%,92%," R$1,914,903 "," R$3,617,320 "," R$8,887 "," R$3,608,433 ",1.89,2.33, Dívida Moderada ," R$358,096 "," R$484,208 "," R$619,624 "," R$692,538 "," R$880,643 "," R$1,220,172 ",28%," R$988,954 ",47%,106%,19%,10%,5%,0.45,30/09/2022," R$143,141 "," 43,896 ", Liquidez Alta 
Sanepar , ON , SAPR3 ," R$5,128,024 ",-,-, Crescimento , Nível 2 , Utilidade pública , Água e saneamento , Água e saneamento ,4.30,23.4%,4.10,0.60,0.90,3.26, R$0.28 , R$0.76 ,8.6%,37%," R$8,786,887 "," R$5,083,244 "," R$1,207,932 "," R$3,875,312 ",0.58,1.74, Baixo Endividamento ," R$893,982 "," R$1,170,977 "," R$1,383,522 "," R$1,642,028 "," R$1,971,727 "," R$2,221,965 ",20%," R$1,991,254 ",88%,404%,15%,8%,7%,0.70,31/12/2022," R$4,725 "," 2,272 ", Liquidez Moderada 
Sanepar , PN , SAPR4 ," R$5,128,024 ",-,-, Crescimento , Nível 2 , Utilidade pública , Água e saneamento , Água e saneamento ,4.50,22.0%,4.10,0.60,0.90,3.46, R$0.31 , R$0.76 ,8.9%,40%," R$8,786,887 "," R$5,083,244 "," R$1,207,932 "," R$3,875,312 ",0.58,1.74, Baixo Endividamento ," R$893,982 "," R$1,170,977 "," R$1,383,522 "," R$1,642,028 "," R$1,971,727 "," R$2,221,965 ",20%," R$1,991,254 ",88%,404%,15%,8%,7%,0.61,31/12/2022," R$46,781 "," 16,112 ", Liquidez Alta 
Sanepar , UNT N2 , SAPR11 ," R$5,128,024 ",-,-, Crescimento , Nível 2 , Utilidade pública , Água e saneamento , Água e saneamento ,4.50,22.3%,4.10,0.60,0.90,17.06, R$0.30 , R$0.76 ,8.8%,40%," R$8,786,887 "," R$5,083,244 "," R$1,207,932 "," R$3,875,312 ",0.58,1.74, Baixo Endividamento ," R$893,982 "," R$1,170,977 "," R$1,383,522 "," R$1,642,028 "," R$1,971,727 "," R$2,221,965 ",20%," R$1,991,254 ",88%,404%,15%,8%,7%,0.66,31/12/2022," R$86,305 "," 17,138 ", Liquidez Alta 
Blau , ON , BLAU3 ," R$5,110,855 ",-,-, Crescimento , Novo Mercado , Saúde , Comércio e distribuição , Medicamentos e outros produtos ,14.20,7.1%,10.10,2.80,3.70,28.74, R$0.85 , R$2.03 ,3.0%,42%," R$1,822,156 "," R$311,713 "," R$14,114 "," R$297,599 ",0.17,-0.70, Baixo Endividamento , - ," R$76,929 "," R$173,245 "," R$213,258 "," R$311,405 "," R$474,475 ",-," R$171,903 ",105%,808%,22%,19%,14%,-,31/12/2022," R$59,163 "," 11,814 ", Liquidez Alta 
Ferbasa , PN , FESA4 ," R$5,080,062 ",-,-, Crescimento , Nível 1 , Materiais básicos , Siderurgia e metalurgia , Siderurgia ,4.70,21.2%,-,1.70,1.60,59.01, R$5.38 , R$12.48 ,9.1%,43%," R$3,039,676 "," R$337,992 "," R$474,102 ","-R$136,110 ",0.11,-, Empresa com Mais Caixa que Dívida ," R$269,999 "," R$83,422 "," R$356,087 "," R$522,746 "," R$365,307 ", - ,-," R$1,194,604 ",22%,N/D,45%,28%,26%,0.52,31/12/2022," R$78,567 "," 7,471 ", Liquidez Alta 
Vivara S.A. , ON , VIVA3 ," R$4,949,749 ",-,-," Alerta, Baixo Crescimento ", Novo Mercado , Consumo cíclico , Tecidos vestuário e calçados , Acessórios ,15.00,6.7%,11.50,3.10,2.80,21.01, R$0.05 , R$1.40 ,0.3%,4%," R$1,584,370 "," R$235,159 "," R$101,668 "," R$133,491 ",0.15,0.06, Baixo Endividamento , - , - , - , - ," R$322,056 "," R$432,728 ",-,"-R$20,464 ",-744%,146%,25%,11%,12%,1.15,30/09/2022," R$135,016 "," 27,630 ", Liquidez Alta 
Viveo , ON , VVEO3 ," R$4,918,952 ",-,-, Crescimento , Novo Mercado , Saúde , Comércio e distribuição , Medicamentos e outros produtos ,17.80,5.6%,10.30,2.10,0.60,17.36, R$0.43 , R$0.98 ,2.5%,45%," R$2,292,799 "," R$2,980,835 "," R$532,714 "," R$2,448,121 ",1.30,2.44, Baixo Endividamento , - , - , - ," R$124,003 "," R$116,923 "," R$626,038 ",-," R$222,968 ",693%,1047%,13%,7%,3%,-,30/09/2022," R$10,034 "," 3,954 ", Liquidez Alta 
Dasa , ON , DASA3 ," R$4,697,711 ",-,-," Alerta, Prejuízo ", Novo Mercado , Saúde , Serviços médico-hospitalares análises e diagnósticos , Serviços médico-hospitalares análises e diagnósticos ,-13.90,-7.2%,6.60,0.60,0.40,8.45, R$0.10 ,-R$0.61 ,1.2%,-16%," R$7,352,804 "," R$10,022,353 "," R$1,007,613 "," R$9,014,740 ",1.36,4.11, Baixo Endividamento ," R$345,275 "," R$529,142 "," R$563,376 "," R$605,491 "," R$853,929 "," R$1,903,038 ",41%," R$210,123 ",1338%,251%,-5%,3%,-1%,0.69,30/09/2022," R$10,946 "," 7,685 ", Liquidez Alta 
Armac , ON , ARML3 ," R$4,644,679 ",-,-, Crescimento e Dividendos , Novo Mercado , Bens industriais , Máquinas e equipamentos , Máq. e equip. industriais ,37.60,2.7%,14.20,4.10,5.50,13.46, R$0.41 , R$0.36 ,3.0%,114%," R$1,139,267 "," R$1,886,783 ", R$320 ," R$1,886,463 ",1.66,2.57, Dívida Moderada , - , - , - ," R$19,120 "," R$29,606 "," R$399,973 ",-,"-R$675,387 ",-29%,166%,11%,8%,4%,-,30/09/2022," R$20,352 "," 8,004 ", Liquidez Alta 
Marfrig , ON , MRFG3 ," R$4,565,053 ",0.1%,0.1%, Crescimento , Novo Mercado , Consumo não cíclico , Alimentos processados , Carnes e derivados ,1.10,91.1%,4.40,0.80,0.00,6.92, R$2.25 , R$6.30 ,32.5%,36%," R$5,569,860 "," R$64,775,889 "," R$6,403,788 "," R$58,372,101 ",11.63,2.78, Dívida Moderada ," R$1,710,985 "," R$1,477,939 "," R$1,566,058 "," R$1,075,246 "," R$4,609,868 "," R$15,227,075 ",55%," R$9,335,052 ",8%,13%,50%,7%,2%,0.77,31/12/2022," R$618,579 "," 97,464 ", Liquidez Alta 
Wilson Sons , ON , PORT3 ," R$4,404,086 ",-,-, Dividendos , Novo Mercado , Bens industriais , Transporte , Serviços de apoio e armazenagem ,17.10,5.8%,7.70,1.90,1.90,10.01, R$0.60 , R$0.58 ,6.0%,103%," R$2,379,580 "," R$2,800,382 "," R$339,924 "," R$2,460,458 ",1.18,2.77, Baixo Endividamento ," R$575,588 "," R$560,722 "," R$561,038 "," R$570,716 "," R$507,316 "," R$889,817 ",9%," R$594,041 ",85%,150%,13%,7%,5%,0.85,30/09/2022," R$13,467 "," 5,339 ", Liquidez Alta 
Banrisul , PNB , BRSR6 ," R$4,277,776 ",-,-, Crescimento e Dividendos , Nível 1 , Financeiro , Intermediários financeiros , Bancos ,5.70,17.6%,-,0.40,-,9.93, R$0.88 , R$1.75 ,8.9%,50%," R$9,413,893 ", - , - , - ,N/D,-, Dívida Alta , - , - , - , - , - , - ,-," R$861,854 ",-,N/D,8%,,1%,0.87,31/12/2022," R$96,861 "," 25,491 ", Liquidez Alta 
