Dados Cadastrais ,,,,,,,,,,, Múltiplos ,,,,,, Dividendos ,,,, Estrutura de Capital ,,,,,,, EBITDA ,,,,,,, Fluxo de Caixa ,,, Indicadores de Resultado ,,,,, Liquidez das Ações na Última Semana ,,
Nome , Classe , Código de Neg. , Valor de Mercado , Participação no Ibovespa , Participação no IBRX 100 , Classificação , Seg. Listagem , Setor Bovespa , Subsetor Bovespa , Segmento Bovespa , P/L , L/P , EV/EBITDA , P/VPA , PSR , Cotação , Dividendo por Ação , Lucro por Ação , Dividend Yield , Payout , Patrimônio , Dívida Bruta , Caixa e Equivalentes , Caixa Líquido , Div Bruta/PL , Div. Líquida/Ebitda , Análise ,2015,2016,2017,2018,2019,2020E (últimos 12 meses),Crescimento Médio Anual, FCO , Capex/FCO , Capex/D&A , ROE , ROIC , ROA , Beta , Data do Balanço Mais Recente , Volume Negociado , Quantidade de Negócios , Análise 
Grupo Soma , ON , SOMA3 ," R$10,617,632 ",0.3%,0.3%, Crescimento , Novo Mercado , Consumo cíclico , Comércio , Tecidos vestuário e calçados ,26.00,3.8%,22.50,1.50,2.40,13.53, R$0.09 , R$0.52 ,0.7%,17%," R$7,304,397 "," R$1,245,353 "," R$247,487 "," R$997,866 ",0.17,1.93, Baixo Endividamento , - , - , - , - , - ," R$515,837 ",-," R$199,199 ",872%,821%,22%,2%,4%,-,30/06/2022," R$396,103 "," 86,937 ", Liquidez Alta 
Gerdau Met , ON , GOAU3 ," R$10,487,502 ",-,-, Dividendos , Nível 1 , Materiais básicos , Siderurgia e metalurgia , Siderurgia ,1.90,51.7%,1.80,0.60,0.10,9.51, R$2.50 , R$4.92 ,26.3%,51%," R$16,259,201 "," R$12,444,766 "," R$5,776,762 "," R$6,668,004 ",0.77,0.16, Baixo Endividamento ,"-R$728,485 "," R$891,194 "," R$3,184,282 "," R$5,914,531 "," R$5,249,007 "," R$25,385,734 ",-303%," R$17,499,960 ",20%,128%,43%,26%,21%,1.24,30/06/2022," R$4,790 "," 1,709 ", Liquidez Moderada 
Gerdau Met , PN , GOAU4 ," R$10,487,502 ",0.4%,0.3%, Dividendos , Nível 1 , Materiais básicos , Siderurgia e metalurgia , Siderurgia ,2.00,49.4%,1.80,0.70,0.10,9.97, R$2.50 , R$4.92 ,25.1%,51%," R$16,259,201 "," R$12,444,766 "," R$5,776,762 "," R$6,668,004 ",0.77,0.16, Baixo Endividamento ,"-R$728,485 "," R$891,194 "," R$3,184,282 "," R$5,914,531 "," R$5,249,007 "," R$25,385,734 ",-303%," R$17,499,960 ",20%,128%,43%,26%,21%,1.28,30/06/2022," R$230,930 "," 46,585 ", Liquidez Alta 
Unipar , ON , UNIP3 ," R$10,219,234 ",-,-, Crescimento e Dividendos , Tradicional , Materiais básicos , Químicos , Químicos diversos ,3.90,25.6%,2.50,3.00,1.20,91.98, R$14.71 , R$23.52 ,16.0%,63%," R$3,220,548 "," R$1,415,985 "," R$547,658 "," R$868,327 ",0.44,-0.17, Baixo Endividamento ," R$236,058 "," R$677,977 "," R$575,799 "," R$1,007,016 "," R$580,613 "," R$3,860,161 ",75%," R$2,906,987 ",8%,101%,123%,68%,36%,0.45,30/06/2022," R$11,424 ", 971 , Liquidez Alta 
Unipar , PNA , UNIP5 ," R$10,219,234 ",-,-, Crescimento e Dividendos , Tradicional , Materiais básicos , Químicos , Químicos diversos ,4.20,23.8%,2.50,3.20,1.30,98.83, R$16.18 , R$23.52 ,16.4%,69%," R$3,220,548 "," R$1,415,985 "," R$547,658 "," R$868,327 ",0.44,-0.17, Baixo Endividamento ," R$236,058 "," R$677,977 "," R$575,799 "," R$1,007,016 "," R$580,613 "," R$3,860,161 ",75%," R$2,906,987 ",8%,101%,123%,68%,36%,0.90,30/06/2022, R$418 , 24 , Liquidez Baixa 
Unipar , PNB , UNIP6 ," R$10,219,234 ",-,-, Crescimento e Dividendos , Tradicional , Materiais básicos , Químicos , Químicos diversos ,4.40,22.9%,2.50,3.30,1.40,102.50, R$16.18 , R$23.52 ,15.8%,69%," R$3,220,548 "," R$1,415,985 "," R$547,658 "," R$868,327 ",0.44,-0.17, Baixo Endividamento ," R$236,058 "," R$677,977 "," R$575,799 "," R$1,007,016 "," R$580,613 "," R$3,860,161 ",75%," R$2,906,987 ",8%,101%,123%,68%,36%,0.77,30/06/2022," R$117,597 "," 7,247 ", Liquidez Alta 
Embraer , ON , EMBR3 ," R$10,152,628 ",0.5%,0.5%," Alerta, Prejuízo ", Novo Mercado , Bens industriais , Material de transporte , Material aeronáutico e de defesa ,-476.70,-0.2%,11.10,0.70,0.50,13.82, R$-   ,-R$0.03 ,0.0%,0%," R$14,355,710 "," R$16,567,001 "," R$5,454,468 "," R$11,112,533 ",1.15,4.42, Baixo Endividamento ," R$2,176,385 "," R$1,851,041 "," R$2,057,542 "," R$1,097,914 "," R$187,353 "," R$1,622,262 ",-6%," R$4,211,893 ",34%,145%,0%,2%,0%,1.02,30/06/2022," R$460,996 "," 43,361 ", Liquidez Alta 
Arezzo Co , ON , ARZZ3 ," R$10,145,171 ",-,0.3%, Crescimento , Novo Mercado , Consumo cíclico , Comércio , Tecidos vestuário e calçados ,23.90,4.2%,15.10,4.10,2.60,92.40, R$1.69 , R$3.87 ,1.8%,44%," R$2,492,432 "," R$355,287 "," R$81,682 "," R$273,605 ",0.14,-0.56, Baixo Endividamento ," R$165,496 "," R$177,141 "," R$206,265 "," R$232,161 "," R$303,424 "," R$646,513 ",31%," R$221,184 ",184%,329%,28%,14%,10%,1.12,30/06/2022," R$337,429 "," 20,707 ", Liquidez Alta 
SLC Agricola , ON , SLCE3 ," R$10,099,658 ",0.2%,0.2%, Crescimento , Novo Mercado , Consumo não cíclico , Agropecuária , Agricultura ,6.70,15.0%,4.70,2.10,1.10,48.60, R$2.43 , R$7.30 ,5.0%,33%," R$4,840,221 "," R$3,840,842 "," R$640,837 "," R$3,200,005 ",0.79,1.11, Baixo Endividamento ," R$392,301 "," R$214,557 "," R$684,959 "," R$768,988 "," R$664,522 "," R$2,886,645 ",49%," R$1,202,912 ",54%,373%,40%,15%,11%,0.18,30/06/2022," R$323,807 "," 39,792 ", Liquidez Alta 
Usiminas , ON , USIM3 ," R$9,942,949 ",-,-, Crescimento , Nível 1 , Materiais básicos , Siderurgia e metalurgia , Siderurgia ,1.70,60.6%,1.50,0.40,0.30,8.12, R$1.74 , R$4.92 ,21.5%,36%," R$23,788,629 "," R$6,047,567 "," R$4,520,523 "," R$1,527,044 ",0.25,0.05, Baixo Endividamento ,"-R$2,317,507 "," R$994,899 "," R$2,055,721 "," R$2,171,806 "," R$1,944,296 "," R$8,476,880 ",-230%," R$3,692,181 ",43%,170%,30%,17%,16%,1.13,30/06/2022," R$29,849 "," 11,939 ", Liquidez Alta 
Usiminas , PNA , USIM5 ," R$9,942,949 ",0.2%,0.2%, Crescimento , Nível 1 , Materiais básicos , Siderurgia e metalurgia , Siderurgia ,1.60,61.3%,1.50,0.40,0.30,8.02, R$1.92 , R$4.92 ,23.9%,39%," R$23,788,629 "," R$6,047,567 "," R$4,520,523 "," R$1,527,044 ",0.25,0.05, Baixo Endividamento ,"-R$2,317,507 "," R$994,899 "," R$2,055,721 "," R$2,171,806 "," R$1,944,296 "," R$8,476,880 ",-230%," R$3,692,181 ",43%,170%,30%,17%,16%,1.24,30/06/2022," R$1,238,606 "," 111,166 ", Liquidez Alta 
Smart Fit , ON , SMFT3 ," R$9,755,072 ",-,-," Alerta, Prejuízo ", Novo Mercado , Consumo cíclico , Viagens e lazer , Atividades esportivas ,-22.00,-4.6%,14.00,2.40,4.20,16.64, R$-   ,-R$0.76 ,0.0%,0%," R$4,131,642 "," R$3,018,127 "," R$1,149,617 "," R$1,868,510 ",0.73,0.36, Baixo Endividamento ," R$171,532 "," R$172,426 "," R$178,185 "," R$689,407 "," R$617,526 "," R$715,179 ",33%," R$227,719 ",396%,108%,-21%,-1%,-4%,-,30/06/2022," R$140,649 "," 27,602 ", Liquidez Alta 
Sul America , UNT N2 , SULA11 ," R$9,543,897 ",0.3%,0.3%, Crescimento , Nível 2 , Financeiro , Previdência e seguros , Seguradoras ,24.00,4.2%,9.00,1.20,0.50,24.70, R$0.07 , R$0.34 ,0.9%,22%," R$8,281,898 "," R$2,993,864 "," R$499,537 "," R$2,494,327 ",0.36,-, Baixo Endividamento ," R$352,101 "," R$247,665 "," R$491,383 "," R$814,529 "," R$1,060,420 ","-R$493,521 ",-207%,"-R$996,205 ",-41%,256%,5%,-9%,1%,1.29,30/06/2022," R$251,317 "," 43,910 ", Liquidez Alta 
Banco Pan , PN , BPAN4 ," R$9,528,138 ",0.1%,0.1%, Crescimento , Nível 1 , Financeiro , Intermediários financeiros , Bancos ,12.40,8.0%,-,1.20,-,7.34, R$0.24 , R$0.59 ,3.3%,41%," R$7,718,812 ", - , - , - ,N/D,-, Dívida Alta , - , - , - , - , - , - ,-," R$5,330,718 ",-,N/D,13%,,1%,1.62,30/06/2022," R$153,340 "," 32,804 ", Liquidez Alta 
Gps , ON , GGPS3 ," R$9,108,040 ",-,-, Crescimento , Novo Mercado , Bens industriais , Serviços diversos , Serviços diversos ,20.80,4.8%,10.90,3.80,1.20,13.60, R$0.19 , R$0.66 ,1.4%,29%," R$2,415,202 "," R$1,926,593 "," R$787,366 "," R$1,139,227 ",0.80,0.57, Baixo Endividamento , - , - , - ," R$394,516 "," R$453,266 "," R$885,957 ",-," R$319,304 ",188%,360%,22%,11%,6%,-,30/06/2022," R$61,753 "," 25,175 ", Liquidez Alta 
Intelbras , ON , INTB3 ," R$9,048,619 ",-,-, Crescimento , Novo Mercado , Tecnologia da informação , Computadores e equipamentos , Computadores e equipamentos ,23.40,4.3%,20.90,4.40,2.60,27.62, R$0.36 , R$1.18 ,1.3%,31%," R$2,052,929 "," R$542,328 "," R$654,195 ","-R$111,867 ",0.26,-0.26, Empresa com Mais Caixa que Dívida , - , - ," R$194,564 "," R$203,556 "," R$202,611 "," R$428,934 ",-," R$225,219 ",115%,452%,21%,11%,10%,-,30/06/2022," R$130,540 "," 23,722 ", Liquidez Alta 
Minerva , ON , BEEF3 ," R$9,026,357 ",0.2%,0.2%, Crescimento e Dividendos , Novo Mercado , Consumo não cíclico , Alimentos processados , Carnes e derivados ,11.50,8.7%,5.60,12.90,0.30,15.45, R$0.91 , R$1.35 ,5.9%,68%," R$698,265 "," R$12,806,933 "," R$4,398,750 "," R$8,408,183 ",18.34,2.36, Dívida Moderada ," R$996,528 "," R$967,353 "," R$1,134,561 "," R$896,244 "," R$1,726,076 "," R$2,792,609 ",23%," R$2,006,610 ",39%,201%,180%,21%,4%,0.84,30/06/2022," R$482,935 "," 87,298 ", Liquidez Alta 
Simpar , ON , SIMH3 ," R$8,854,326 ",-,-, Crescimento e Dividendos , Novo Mercado , Financeiro , Holdings diversificadas , Holdings diversificadas ,11.60,8.6%,5.80,3.40,0.50,10.70, R$0.62 , R$0.92 ,5.8%,67%," R$2,632,112 "," R$37,057,237 "," R$2,530,055 "," R$34,527,182 ",14.08,3.86, Dívida Alta ," R$1,092,081 "," R$1,045,970 "," R$1,230,201 "," R$1,597,534 "," R$2,115,909 "," R$5,706,951 ",39%,"-R$11,029,057 ",-7%,54%,29%,9%,3%,1.82,30/06/2022," R$101,189 "," 29,498 ", Liquidez Alta 
Marfrig , ON , MRFG3 ," R$8,673,242 ",0.2%,0.2%, Crescimento , Novo Mercado , Consumo não cíclico , Alimentos processados , Carnes e derivados ,1.30,75.6%,3.90,1.20,0.10,13.15, R$3.99 , R$9.94 ,30.3%,40%," R$6,979,336 "," R$59,833,414 "," R$7,736,989 "," R$52,096,425 ",8.57,2.20, Dívida Moderada ," R$1,710,985 "," R$1,477,939 "," R$1,566,058 "," R$1,075,246 "," R$4,609,868 "," R$18,600,576 ",61%," R$9,346,698 ",39%,127%,138%,12%,6%,0.72,30/06/2022," R$612,350 "," 86,447 ", Liquidez Alta 
Bradespar , ON , BRAP3 ," R$8,475,183 ",-,-," Alerta, Baixo Crescimento ", Nível 1 , Materiais básicos , Mineração , Minerais metálicos ,1.40,73.5%,1.40,1.10,-,20.95, R$6.93 , R$15.40 ,33.1%,45%," R$7,741,049 ", R$-   ," R$310,379 ","-R$310,379 ",0.00,-0.05, Empresa com Mais Caixa que Dívida ,"-R$2,476,513 "," R$781,880 "," R$2,609,791 "," R$1,234,255 ","-R$415,618 "," R$5,954,563 ",-219%," R$3,049,767 ",0%,N/D,45%,53%,78%,0.74,30/06/2022," R$10,142 "," 2,500 ", Liquidez Alta 
Bradespar , PN , BRAP4 ," R$8,475,183 ",0.3%,0.3%, Dividendos , Nível 1 , Materiais básicos , Mineração , Minerais metálicos ,1.40,70.3%,1.40,1.10,-,21.89, R$7.62 , R$15.40 ,34.8%,50%," R$7,741,049 ", R$-   ," R$310,379 ","-R$310,379 ",0.00,-0.05, Empresa com Mais Caixa que Dívida ,"-R$2,476,513 "," R$781,880 "," R$2,609,791 "," R$1,234,255 ","-R$415,618 "," R$5,954,563 ",-219%," R$3,049,767 ",0%,N/D,45%,53%,78%,0.76,30/06/2022," R$340,448 "," 54,416 ", Liquidez Alta 
Whirlpool , PN , WHRL4 ," R$8,339,475 ",-,-, Crescimento e Dividendos , Tradicional , Consumo cíclico , Utilidades domésticas , Eletrodomésticos ,10.70,9.3%,7.40,3.80,0.80,5.83, R$0.43 , R$0.54 ,7.4%,80%," R$2,293,190 "," R$1,088,568 "," R$1,168,631 ","-R$80,063 ",0.47,-0.07, Empresa com Mais Caixa que Dívida ," R$585,325 "," R$491,776 "," R$594,708 "," R$408,454 "," R$857,798 "," R$1,119,612 ",14%,"-R$211,333 ",-180%,253%,41%,23%,10%,0.66,30/06/2022, R$382 , 267 , Liquidez Baixa 
Alupar , ON , ALUP3 ," R$8,315,413 ",-,-, Crescimento , Nível 2 , Utilidade pública , Energia elétrica , Energia elétrica ,7.70,12.9%,5.50,1.10,1.70,9.43, R$0.41 , R$1.22 ,4.4%,34%," R$7,282,800 "," R$10,782,022 "," R$545,253 "," R$10,236,769 ",1.48,2.30, Baixo Endividamento ," R$1,150,777 "," R$1,329,537 "," R$1,170,180 "," R$1,294,821 "," R$2,557,747 "," R$3,686,136 ",26%," R$1,830,927 ",33%,387%,19%,10%,7%,0.23,30/06/2022, R$253 , 214 , Liquidez Baixa 
Alupar , PN , ALUP4 ," R$8,315,413 ",-,-, Crescimento , Nível 2 , Utilidade pública , Energia elétrica , Energia elétrica ,7.80,12.8%,5.50,1.10,1.80,9.52, R$0.41 , R$1.22 ,4.3%,34%," R$7,282,800 "," R$10,782,022 "," R$545,253 "," R$10,236,769 ",1.48,2.30, Baixo Endividamento ," R$1,150,777 "," R$1,329,537 "," R$1,170,180 "," R$1,294,821 "," R$2,557,747 "," R$3,686,136 ",26%," R$1,830,927 ",33%,387%,19%,10%,7%,0.75,30/06/2022, R$457 , 279 , Liquidez Baixa 
Alupar , UNT N2 , ALUP11 ," R$8,315,413 ",-,-, Crescimento , Nível 2 , Utilidade pública , Energia elétrica , Energia elétrica ,7.80,12.8%,5.50,1.10,1.80,28.45, R$0.41 , R$1.22 ,4.3%,34%," R$7,282,800 "," R$10,782,022 "," R$545,253 "," R$10,236,769 ",1.48,2.30, Baixo Endividamento ," R$1,150,777 "," R$1,329,537 "," R$1,170,180 "," R$1,294,821 "," R$2,557,747 "," R$3,686,136 ",26%," R$1,830,927 ",33%,387%,19%,10%,7%,0.56,30/06/2022," R$102,276 "," 17,700 ", Liquidez Alta 
Petrorecsa , ON , RECV3 ," R$7,977,728 ",-,-, Crescimento , Novo Mercado , Petróleo gás e biocombustíveis , Petróleo gás e biocombustíveis , Exploração refino e distribuição ,10.90,9.2%,6.40,2.50,3.50,27.28, R$0.16 , R$2.51 ,0.6%,7%," R$3,221,124 "," R$573,470 "," R$244,999 "," R$328,471 ",0.18,-0.99, Baixo Endividamento , - , - , - ," R$151,892 "," R$157,250 "," R$1,077,874 ",-," R$999,209 ",203%,705%,33%,16%,10%,-,30/06/2022," R$213,053 "," 38,140 ", Liquidez Alta 
Cba , ON , CBAV3 ," R$7,656,458 ",-,-, Crescimento , Novo Mercado , Materiais básicos , Mineração , Minerais metálicos ,5.40,18.4%,3.90,1.40,0.80,12.85, R$0.29 , R$2.37 ,2.3%,12%," R$5,449,089 "," R$2,918,506 "," R$1,126,218 "," R$1,792,288 ",0.54,0.60, Baixo Endividamento , - , - , - , - ," R$706,960 "," R$2,388,678 ",-," R$1,228,759 ",63%,152%,42%,14%,12%,-,30/06/2022," R$189,402 "," 39,845 ", Liquidez Alta 
3r Petroleum , ON , RRRP3 ," R$7,574,955 ",0.4%,0.4%," Alerta, Prejuízo ", Novo Mercado , Petróleo gás e biocombustíveis , Petróleo gás e biocombustíveis , Exploração refino e distribuição ,-30.30,-3.3%,11.10,2.00,5.50,37.39, R$-   ,-R$1.24 ,0.0%,0%," R$3,879,970 "," R$101,590 "," R$349,287 ","-R$247,697 ",0.03,-0.61, Empresa com Mais Caixa que Dívida , - , - ,"-R$50,376 "," R$35,807 ",,,-," R$74,566 ",2330%,994%,-16%,7%,-5%,-,30/06/2022," R$671,206 "," 70,943 ", Liquidez Alta 
Dexco , ON , DXCO3 ," R$7,227,224 ",0.2%,0.1%, Crescimento e Dividendos , Novo Mercado , Materiais básicos , Madeira e papel , Madeira ,6.00,16.7%,4.90,1.30,0.80,9.84, R$1.16 , R$1.64 ,11.8%,71%," R$5,740,787 "," R$5,535,619 "," R$1,961,518 "," R$3,574,101 ",0.96,1.61, Baixo Endividamento ," R$911,338 "," R$901,217 "," R$986,790 "," R$1,545,975 "," R$1,359,185 "," R$2,216,590 ",19%," R$1,226,985 ",130%,208%,22%,9%,8%,1.17,30/06/2022," R$164,191 "," 45,939 ", Liquidez Alta 
Santos Brp , ON , STBP3 ," R$6,959,351 ",-,0.3%, Crescimento e Dividendos , Novo Mercado , Bens industriais , Transporte , Serviços de apoio e armazenagem ,18.40,5.4%,8.90,3.00,3.90,8.06, R$0.30 , R$0.44 ,3.7%,69%," R$2,355,220 "," R$338,721 "," R$847,752 ","-R$509,031 ",0.14,-0.97, Empresa com Mais Caixa que Dívida ," R$146,611 "," R$87,389 "," R$164,572 "," R$189,535 "," R$221,635 "," R$702,292 ",37%," R$521,185 ",53%,131%,17%,9%,8%,1.14,30/06/2022," R$128,126 "," 35,229 ", Liquidez Alta 
Grendene , ON , GRND3 ," R$6,890,738 ",-,-, Dividendos , Novo Mercado , Consumo cíclico , Tecidos vestuário e calçados , Calçados ,10.90,9.1%,13.50,1.70,2.80,7.64, R$0.43 , R$0.70 ,5.6%,62%," R$4,121,051 "," R$113,514 "," R$21,836 "," R$91,678 ",0.03,-2.48, Baixo Endividamento ," R$454,384 "," R$457,472 "," R$526,229 "," R$522,724 "," R$430,750 "," R$431,575 ",-1%," R$397,544 ",111%,481%,16%,7%,14%,0.80,30/06/2022," R$26,653 "," 10,804 ", Liquidez Alta 
BR Malls Par , ON , BRML3 ," R$6,802,958 ",0.4%,0.3%," Alerta, Baixo Crescimento ", Novo Mercado , Financeiro , Exploração de imóveis , Exploração de imóveis ,14.60,6.8%,10.00,0.60,5.30,8.25, R$0.05 , R$0.57 ,0.7%,10%," R$10,976,673 "," R$3,536,219 "," R$16,667 "," R$3,519,552 ",0.32,2.45, Baixo Endividamento ," R$1,445,851 "," R$256,474 ","-R$899,508 "," R$1,658,858 "," R$1,988,957 "," R$921,528 ",-9%," R$809,124 ",10%,130%,5%,3%,3%,1.13,30/06/2022," R$332,738 "," 52,348 ", Liquidez Alta 
Omegaenergia , ON , MEGA3 ," R$6,402,286 ",-,-, Crescimento , Novo Mercado , Utilidade pública , Energia elétrica , Energia elétrica ,6.70,15.0%,14.10,1.50,8.30,11.24, R$-   , R$1.69 ,0.0%,0%," R$4,140,023 "," R$7,147,476 "," R$1,440,048 "," R$5,707,428 ",1.73,6.66, Dívida Alta ," R$74,441 "," R$100,346 "," R$291,860 "," R$393,191 "," R$573,241 "," R$856,997 ",63%," R$10,618 ",-3576%,-980%,18%,5%,5%,0.72,30/06/2022," R$50,934 "," 19,289 ", Liquidez Alta 
Vivara S.A. , ON , VIVA3 ," R$5,977,007 ",-,-, Crescimento , Novo Mercado , Consumo cíclico , Tecidos vestuário e calçados , Acessórios ,17.20,5.8%,14.10,3.90,3.50,25.35, R$0.33 , R$1.47 ,1.3%,22%," R$1,518,842 "," R$232,277 "," R$164,942 "," R$67,335 ",0.15,-0.10, Baixo Endividamento , - , - , - , - ," R$322,056 "," R$421,883 ",-," R$72,618 ",174%,140%,28%,12%,14%,1.39,30/06/2022," R$98,850 "," 20,234 ", Liquidez Alta 
Elektro , PN , EKTR4 ," R$5,927,792 ",-,-, Crescimento e Dividendos , Tradicional , Utilidade pública , Energia elétrica , Energia elétrica ,5.50,18.2%,4.30,1.90,0.70,31.12, R$5.43 , R$5.65 ,17.5%,96%," R$3,099,000 "," R$4,672,000 "," R$1,011,000 "," R$3,661,000 ",1.51,1.63, Dívida Moderada ," R$831,437 "," R$770,603 "," R$872,973 "," R$928,501 "," R$1,148,119 "," R$2,227,000 ",22%," R$1,174,000 ",0%,0%,40%,18%,10%,0.72,30/06/2022, R$332 , 51 , Liquidez Baixa 
P.Acucar-Cbd , ON , PCAR3 ," R$5,841,009 ",0.2%,0.2%," Alerta, Baixo Crescimento ", Novo Mercado , Consumo não cíclico , Comércio e distribuição , Alimentos ,3.10,32.8%,3.70,0.40,0.10,21.69, R$0.35 , R$7.11 ,1.6%,5%," R$14,269,000 "," R$8,486,000 "," R$3,918,000 "," R$4,568,000 ",0.59,1.32, Baixo Endividamento ," R$2,825,000 "," R$1,945,000 "," R$2,342,000 "," R$3,066,000 "," R$3,525,000 "," R$3,449,000 ",4%," R$1,599,000 ",-83%,-67%,14%,3%,5%,0.59,30/06/2022," R$405,862 "," 82,923 ", Liquidez Alta 
Mont Aranha , ON , MOAR3 ," R$5,757,461 ",-,-, Crescimento e Dividendos , Tradicional , Financeiro , Holdings diversificadas , Holdings diversificadas ,105.90,0.9%,-120.50,6.90,125162.20,469.95, R$46.93 , R$4.44 ,10.0%,1058%," R$833,408 "," R$864,437 "," R$118,319 "," R$746,118 ",1.04,-, Baixo Endividamento ,"-R$21,949 "," R$307,712 "," R$99,587 "," R$20,996 "," R$54,135 ","-R$48,099 ",17%,"-R$9,879 ",2714%,-34506%,4%,-3%,3%,0.32,30/06/2022, R$752 , 12 , Liquidez Baixa 
Azul , PN , AZUL4 ," R$5,731,799 ",0.3%,0.3%," Alerta, Prejuízo ", Nível 2 , Bens industriais , Transporte , Transporte aéreo ,-2.40,-42.4%,10.60,-0.30,0.40,16.49, R$-   ,-R$7.00 ,0.0%,0%,"-R$18,116,800 "," R$23,175,863 "," R$2,033,628 "," R$21,142,235 ",-1.28,8.32, Patrimônio Líquido Negativo , - ," R$645,487 "," R$1,164,814 "," R$850,350 "," R$2,475,484 "," R$2,540,765 ",-," R$1,130,405 ",87%,53%,,6%,-13%,2.17,30/06/2022," R$823,606 "," 85,836 ", Liquidez Alta 
Blau , ON , BLAU3 ," R$5,692,099 ",-,-, Crescimento , Novo Mercado , Saúde , Comércio e distribuição , Medicamentos e outros produtos ,18.20,5.5%,12.00,3.30,4.20,31.84, R$0.73 , R$1.75 ,2.3%,42%," R$1,720,943 "," R$316,821 "," R$14,788 "," R$302,033 ",0.18,-1.11, Baixo Endividamento , - ," R$76,929 "," R$173,245 "," R$213,258 "," R$311,405 "," R$434,890 ",-," R$251,896 ",62%,722%,20%,21%,13%,-,30/06/2022," R$33,895 "," 6,306 ", Liquidez Alta 
Armac , ON , ARML3 ," R$5,524,466 ",-,-, Crescimento e Dividendos , Novo Mercado , Bens industriais , Máquinas e equipamentos , Máq. e equip. industriais ,55.50,1.8%,-,4.90,7.90,16.00, R$0.26 , R$0.29 ,1.6%,89%," R$1,119,421 "," R$1,611,595 "," R$4,363 "," R$1,607,232 ",1.44,-, Baixo Endividamento , - , - , - ," R$19,120 "," R$29,606 ", - ,-, - ,-,N/D,,8%,3%,-,30/06/2022," R$23,841 "," 9,593 ", Liquidez Alta 
Locaweb , ON , LWSA3 ," R$5,511,469 ",0.2%,0.2%," Alerta, Baixo Crescimento ", Novo Mercado , Tecnologia da informação , Programas e serviços , Programas e serviços ,804.30,0.1%,214.10,1.90,5.60,9.35, R$-   , R$0.01 ,0.0%,0%," R$2,959,028 "," R$93,143 "," R$1,438,296 ","-R$1,345,153 ",0.03,-69.11, Empresa com Mais Caixa que Dívida , - ," R$54,214 "," R$69,147 "," R$73,127 "," R$106,853 "," R$19,463 ",-," R$162,843 ",326%,545%,0%,-2%,0%,-,30/06/2022," R$450,040 "," 66,060 ", Liquidez Alta 
Cyrela Realt , ON , CYRE3 ," R$5,420,802 ",0.2%,0.2%," Alerta, Baixo Crescimento ", Novo Mercado , Consumo cíclico , Construção civil , Incorporações ,7.10,14.1%,8.20,0.80,1.10,14.16, R$0.56 , R$2.00 ,4.0%,28%," R$6,484,399 "," R$4,042,172 "," R$262,973 "," R$3,779,199 ",0.62,1.76, Baixo Endividamento ," R$757,524 "," R$345,444 "," R$83,352 "," R$113,811 "," R$665,578 "," R$936,604 ",4%,"-R$490,784 ",-123%,1649%,14%,6%,6%,1.80,30/06/2022," R$334,878 "," 65,125 ", Liquidez Alta 
3tentos , ON , TTEN3 ," R$5,413,738 ",-,-, Crescimento e Dividendos , Novo Mercado , Consumo não cíclico , Agropecuária , Agricultura ,-,-,-,2.20,-,10.91, R$0.02 , - ,0.1%,-," R$2,420,121 "," R$1,407,956 "," R$500,991 "," R$906,965 ",0.58,-, Baixo Endividamento , - , - , - , - , - , - ,-, - ,-,N/D,,,,-,30/06/2022," R$111,405 "," 30,936 ", Liquidez Alta 
Grupo Sbf , ON , SBFG3 ," R$5,337,191 ",-,-, Crescimento , Novo Mercado , Consumo cíclico , Comércio , Produtos diversos ,9.50,10.5%,8.90,2.30,0.90,21.91, R$0.12 , R$2.30 ,0.5%,5%," R$2,274,899 "," R$2,515,218 "," R$407,167 "," R$2,108,051 ",1.11,2.52, Baixo Endividamento , - , - , - , - , - ," R$834,886 ",-," R$346,586 ",134%,144%,29%,6%,8%,1.53,30/06/2022," R$149,189 "," 27,488 ", Liquidez Alta 
Sanepar , ON , SAPR3 ," R$5,243,883 ",-,-, Crescimento , Nível 2 , Utilidade pública , Água e saneamento , Água e saneamento ,4.50,22.4%,4.00,0.60,0.90,3.33, R$0.22 , R$0.74 ,6.5%,29%," R$8,133,906 "," R$4,829,430 "," R$1,233,229 "," R$3,596,201 ",0.59,1.63, Baixo Endividamento ," R$893,982 "," R$1,170,977 "," R$1,383,522 "," R$1,642,028 "," R$1,971,727 "," R$2,207,139 ",20%," R$1,860,271 ",82%,370%,15%,9%,7%,0.78,30/06/2022," R$15,546 "," 8,144 ", Liquidez Alta 
Sanepar , PN , SAPR4 ," R$5,243,883 ",-,-, Crescimento , Nível 2 , Utilidade pública , Água e saneamento , Água e saneamento ,4.80,21.0%,4.00,0.70,1.00,3.54, R$0.24 , R$0.74 ,6.7%,32%," R$8,133,906 "," R$4,829,430 "," R$1,233,229 "," R$3,596,201 ",0.59,1.63, Baixo Endividamento ," R$893,982 "," R$1,170,977 "," R$1,383,522 "," R$1,642,028 "," R$1,971,727 "," R$2,207,139 ",20%," R$1,860,271 ",82%,370%,15%,9%,7%,0.73,30/06/2022," R$103,002 "," 30,471 ", Liquidez Alta 
